,count,hate_speech,offensive,neither,class,comments
1360,0,0,0,0,2,Ni dan jaji ne kuma kaduna state amma wannan labarin qaryane
1361,3,1,1,1,0,Ni kuma sai naga kamar kaine baka da hankalin sabida in abana barin masu barna sunayin aninda suke so to kullun barnar kara yawa zatai har ta kai Ga cikin gidanka akoyawa yaranka...
1362,0,0,0,0,2,Ni videon ma nakeso na Samu na kalla
1363,3,1,1,1,1,"slm nimadai shawarata itace fulanisudaina ma,amula dawadannan ,yan ta adda kamata yaisudiga bawa ma,aikata yanyoyin dakumesu"
1364,0,0,0,0,2,"Ni yanxu ma zan faro daga farko , akace min sunan film din mai adda da inuwa , bara naje a antaya min su"
1365,0,0,0,0,2,nifa abun yanabani mamaki wlh
1366,0,0,0,0,2,Nigeria ba inda aka tsira koina Yar da church da masallaci. Allah ya kawo Mana sauki
1367,0,0,0,0,2,"Nigeria kenan masu aikata laifi daban wanda akema hukunci daban, kai jama'a"
1368,0,0,0,0,2,Nigeria ta koma india ayanzu mata nÃ© ke auren maza karchan duniya Kenan Allah yabasu Zaman lafiya amarya er Nigeria
1369,0,0,0,0,2,Nigeria tashi ga wani hali sai dai addua
1370,0,0,0,0,2,"Nikam nagoyi bayan Fasto, domin in gidan casu taje saita manna abinda yafi haka"
1371,0,0,0,0,2,Nikuma Allah yabami motar da xan dauko abat
1372,0,0,0,0,2,Nima ina bayarwa Amman gsky bantaba jin pastor yayi irin wannan maganar ba.sai dai godiya. Yakamata muguji mummunan magana ga malamansu na addininsu domin kiyaye mutuncin addininmu da malamanmu. Allah yabamu zaman Lfy
1373,0,0,0,0,2,nnalillahi wa inna ilaihi rajuun ALLAHU ya bashi hakurin cin wannan jarrabawa
1374,3,1,1,1,1,No. Haywannanzalun cinshikehanasu samunnasara hakakAwOy mutundagidansa katadashi haBawAnnan ayzaluncine ubangiji allakasakamasu
1375,3,1,1,1,2,"To ai anxo wurin,in harda gaskene mahukunta a Nigeria da gaske sukeyi tofa yakamata asashi yayi cikakken bayani don irin wannan maganar ba shine nafarkoba.Allah shi kauta"
1376,3,1,1,1,0,Nrs Saifullahi Ahmed Hadejia wawa jaki
1377,0,0,0,0,2,o kaga wannan da kwarinta koni nasamu sai nayi wuff da ita yasin ðŸ¤¸ðŸ¤¸ðŸ¤¸
1378,0,0,0,0,2,Oh Allah Allah ka tausa mana. Inda ake abu daban inda ake aiki daban
1379,0,0,0,0,2,Ohhhh su yn 9ja baxaayi hnkl b knn ko ðŸ¤”to Allah shi kyauta. Amma adinga tunawa sai gd ta koshi ake kaiwa dawa ðŸƒðŸ»â€â™€ï¸ðŸƒðŸ»â€â™€ï¸ðŸƒðŸ»â€â™€ï¸ Adaure adinga Aure na kasa ðŸ¤£
1380,0,0,0,0,2,Ok so kuke ku bamu wahala k nan baku son mu samu sauÆ™i
1381,3,1,1,1,1,Pastor lashe money Amma fa Yana da gaskiya wlh mutane basason Bada sadaka Mai tsoka
1382,3,1,1,1,1,"Pastorn abinchi ba, mun sha ganin irinsu su zo su sheke ayarsu suyi gaba. Allah kyauta"
1383,0,0,0,0,2,Qatar kodai dama da kulalliya tsakaninku da yahudawan nan
1384,0,0,0,0,2,Raba kanki da wahala gara ki aurenki kishiga daga ciki kihaifi Yan da gwai da gwai abinki kibasu kyakkyawar tarbiyya kema zuwa gaba Kya anfana
1385,0,0,0,0,2,Rabiu Isah Imam Iramah Kuma hausawan ai qalilanne nagari
1386,3,1,1,1,1,Rabu da jahilai man.
1387,3,1,1,1,0,"Rah'iss Abba Lawan Ina Allah ya yadda kuma xaka mutu da bakin ciki, Dan wahala kawai"
1388,3,1,1,1,1,Rah'iss Abba LawanRah'iss Abba Lawan no ai axxaluman daban suke.
1389,0,0,0,0,2,Rainin hankali nema wanan abun ay ko a mafarka kar da Allah yanuna masu
1390,0,0,0,0,2,Ranki ya dade kiyi hakuri pls. Nasan zai iya zama typing mistake ne amma 'radiyallahu Anha' ya kamata kice tunda akan mace Nana Aminatu kike magana. Allah kara hasken makaranta
1391,0,0,0,0,2,"Rashida Bala babu angon da baya dauki Naga , angon da antafi kirawo mota zÃ , kai amarya ya dauki amaryar akankeke"
1392,1,0,1,0,2,Rashin aikin Yi da Neman gindin zam
1393,0,0,0,0,2,Rayuwa tayitsada kudin aure sunyiyawa
1394,0,0,0,0,2,Real Dan Musa ai kama kana duniya bakmutu .kasan mezaisameke ne Kai ftan alkhairi amadama ita
1395,3,1,1,1,0,Real Julde Ahmad kowa ma yasan ku barayi ne.
1396,3,1,1,1,0,Real Julde Ahmad ni bahaushe ne babu wani hausa fulani cutace kawai mutanen mu hausawa bayin Allah masu neman halal.
1397,0,0,0,0,2,Rumfa shine favorite dina
1398,0,0,0,0,2,Ruwa Bata tsami banza su auna kansu
1399,0,0,0,0,2,"Ruwa baya sami banza, ba haka kawai sojojji zasu rushe gidajen subaðŸ‘ˆðŸ‘ˆ"
1400,0,0,0,0,2,Ruwa baya tsami banza
1401,0,0,0,0,2,Dawalaki goro chikin miya. Wai shekararsu 52 toh abun tambaya anan shine meyasa duk shakarun baya ba Wanda ya tabasu?
1402,3,1,1,1,2,Ai munsani saboda qarfinda Allah yabawa gamnati tawuce a dinga yimata irin wannan rainin
1403,3,1,1,1,0,"Ruwa bayasami banza, akwai ayukan ta'adancin sama da shekaru52wanda aka fada, yaya za ayi gida cikin jeji, Killa ma wayanda aka dauko sure domin gini tuni an halakar dasu,domim sori ne kada kowa ya game ayukan munafukai"
1404,0,0,0,0,2,Ruwa dai baya tsami banza ka daiji yadda abun yake
1405,0,0,0,0,2,S S Fulani Sus Ni fulatancine ma yahaifeni baba dayahaifeni bafulatani ne gabada baya mama nace ba bafilatanaba amma ni ina bayan gaskiya
1406,0,0,0,0,2,"S S Fulani Sus wonnan bamalamib ane kadaeina maiqura,ani yanatafiya da jaki yanaÉ—auke da qura,ani jakin yazama musulmi ahakayake"
1407,3,1,1,1,1,"Sabida ai ke ban baro ki akayi ajikin bishiya,ðŸ™„ Au ashe sufa suna iya haihuwa batare da Aure bahðŸ¤­ toh ai hikkenan."
1408,0,0,0,0,2,Saboda Fulani ne kawai masu laifi aduniya ko
1409,0,0,0,0,2,Saeed Bala Garko Abdullahi bakinsu daya da sojojin darace taci gida
1410,0,0,0,0,2,Safiyanu Kabir hhhhh fulani sun wuce haka....kasan me kake fada.
1411,0,0,0,0,2,Safiyanu Kabir yanxu ni ina lagos bana a kano.
1412,3,1,1,1,1,Sai dai ayi da hawanta kamar jaka
1413,0,0,0,0,2,"Sai dai bature ne kawai, ke iya yin hakan. Dai-daiku daga cikin al'ummar ko kyauta aka basu. Baza su karba BA!!!!"
1414,3,1,1,1,1,"Sai dai suyi hakuri Yan Uwansu sukaja musu, su mutanema suke rushewa"
1415,0,0,0,0,2,Sai kawai ka Basu matsuguni
1416,3,1,1,1,1,"Da Alama ita tafiyar tasu duk daya ce ,kanwar duka ja ce.Allah yatsere mu da Auren miji ko syy da Dan iska ,cen dai ga wasu ,Amma mu muna Neman tsari tare da rokon ubangiji ya wargatsa su a duk inda suke muddin bazasu gyaru ba Dan mata suke cutar wa"
1417,3,1,1,1,1,Sai ku fadi dalili ai. Ni na tsani munafinci wallahi
1418,0,0,0,0,2,Sai na tuna da Wata Malamar Physics din mu a Secondary .
1419,0,0,0,0,2,"Salim S Abdullahi Dku wanna mag an an ban Zane Day anta,adane dabazaku iyazuwa indasukeba wlh saidaimarasa zakuhukunta"
1420,3,1,1,1,1,Salissou Aboubacar Bakoy wlh kuwa ko sati baayiba kuka konewa bayin Allah gidaje amma babu tsinannan dayace sunyi ba daidaiba a cikinsu hasalima dadi sukeji
1421,0,0,0,0,2,Sallallahu alaihi wasallam amin
1422,3,1,1,1,1,"Salon banza da wofi, ba ganin girma ba kishi bare kunya"
1423,3,1,1,1,0,Allah Ya Tsine maka
1424,3,1,1,1,0,Sani Ado Tasiu anan ne mafakar tsinanunnu kuma nan ne ake basu information idan jami'ai sunje
1425,0,0,0,0,2,Sani Ado Tasiu basu bane yan taadan
1426,0,0,0,0,2,Sani Ado Tasiu Gaskiya Ne Maganar ka
1427,0,0,0,0,2,"Sani Ado Tasiu gidaje nawane awajejen baa taba ba, ansa mesu da makamai na yan taadda ne ,shi yawa aka rushe"
1428,0,0,0,0,2,Sani Ado Tasiu inda yan gudun hjirarmu suke saka kansu ankshesun su suda suntashi kauyukan.da sunfi shekara dari biyu azaune
1429,0,0,0,0,2,Sani Ado Tasiu India suka kware kenan ai akwai Allah bakomi
1430,3,1,1,1,0,Sani Ado Tasiu Kuma irin haka ne ya sa fulani suka zama yan taadda.
1431,0,0,0,0,2,Sani Ado Tasiu to lefin waye kenan
1432,1,0,1,0,2,Sani Ado Tasiu wanna yanuna Mana cewa sojoji sunga tashin hankalin yayi kadan shine suka Kara iza wuta
1433,3,1,1,1,0,Sani Ado Tasiu yo ai munafukai ne. Ko dai su ke kashe mutane ko kuma suna ba yan uwansu mafaka
1434,0,0,0,0,2,"Sani Magaji abinda ka kasa fahimta shine wannan Al,amari shiryayyen ajenda ne kuma.don HAKA ba abune Mai saukiba warware wannan abin.sai de mu tashi tsaye da wayar dakai da kuma adu,oi ALLAH yakawo karshen wannan mummunan aiki"
1435,0,0,0,0,2,"Sani Magaji Amma me yasa ba kwa kiransu da Yan ta,Adda kuke kiransu da kabilansu"
1436,3,1,1,1,0,Sani Magaji hausawanku su suka fara kashe Fulani suna kwace dukiyansu
1437,0,0,0,0,2,Sani Magaji ko kana SO kace suma Hausawa da sauran Kabilu suma fulani NE
1438,0,0,0,0,2,"Sani Magaji me yasa baka alakanta Boko Haram da baribari ko baburawa,ko don su ba kabilar su suke wakilta ba"
1439,0,0,0,0,2,Sani Magaji me yasa baka Kiran Boko Haram da suman kabilarsu ko kuma me yasa baka cewa dukkan baribari Yan Boko Haram ne.ni tambayana kenan
1440,0,0,0,0,2,Sani Magaji. Kaji Tsoron Haqqin wan
1441,3,1,1,1,1,Sani Magaji. Wannan Rashin Adalci NE irin naka
1442,0,0,0,0,2,Sani MagajiSani Magaji. Correction brother. A al'adar bafulatanin Mutum Kiwo da noma NE Kadai Akasanshi Dashi ba Sarrafa bindiga ko makami. Kuma fulanin daji ba Yan ta adda bane wasu NE suka shiga cikinsu suka Koyar dasu.
1443,0,0,0,0,2,Sani MagajiSani Magaji. Wallahi Karyane alaqanta Kabilar fulani da ta'addanci babu jinsin da babu aciki
1444,0,0,0,0,2,Sani MagajiSani Magaji. Wallahi tallahi Karya NE babu wata kabila da babu Miyagu a cikinta.
1445,0,0,0,0,2,Sani Musa Baki ya futa Alheri koyayi sirun
1446,3,1,1,1,1,Sani Musa duk azalumi
1447,3,1,1,1,1,Sani Musa kaima zaci ubanka indai duniya ne zaka hadu da matsalarka kaima masha Allah
1448,0,0,0,0,2,Sani Musa sani gaskiya basuyi daidai ba bata kamata kayima Fulani kudin goro ba yakamata kafahimci cewa akwai mutanen kirki cikin Fulani da ake zaune dasu lafiya kaima kanka cikin kakan ninka akwai Fulani kuma wanan fitina data same mu kamun tasamu kowa Fulani tafara samu basuji baugani ba aka rika kaahesu ana sace masu dabobi gwamnati bata dauki matakin komi akaiba sabida akwai wata manufa datasa akafara yin hakan lokacin dafulanin nan aka kaisu bango suka dauki makamai suma lokacin duka Nigeria ta dauka Fulani sunzama yan ta'adda amun haryanzu babu mai tambayar cewa miyasa akazalymcesu dafarko sabida haka adalci Wanda yayi ayi masa bahaka kawai mukalli Fulani muka masu kudin goro muna zagibsuba kullum murika tuna cewa Fulani yan uwanmu ne uwa daya uba daya muke dasu abinda yashafesu yasame mu musani cewa cikin kowace kabila ko al'umma akwai mutanen banza akwai nakirki Allah yakyauta Allah yabamu zaman lafiya a arewa dama nijeria bakidaya ameen
1449,0,0,0,0,2,Sani Musa sune ko?
1450,3,1,1,1,1,Sani Musa ya maka maganin azzaluman Fulani ba dukka suka zama dayaba kar kabilanci ya kaika ya baro
1451,0,0,0,0,2,Sani Musa yaya kamasu irin wannan hukunci haka
1452,0,0,0,0,2,Sanin Gaibi sai Allah
1453,0,0,0,0,2,Sannan ace ana neman zaman lafiya. Allah ya isa. Allah ya karawa annabi Muhammad ( s a w ) daraja
1454,0,0,0,0,2,Sarakunan Fulani banda Sulaimanu ai duk daga zuri'ar Ibrahim Dabo ne.
1455,0,0,0,0,2,Sarakunan Fulanin Kano gida biyu ne kawai.Gidan Malam Sulaimanu da gidan Malam Ibrahim Dabo.Daga Malam Sulaimanu ba'a kuma samun sarki a gidansa ba gidan Malam Dabo suka ci gaba da yin sarauta.Saboda haka gidan Malam Sulaimanu da gidan Malam Dabo duk a karkashin sarakunan Fulani suke.
1456,0,0,0,0,2,"Sarki Aminu, Dan Sarki Ado, Dan Sarki Bayero."
1457,0,0,0,0,2,Saura Ku nacikin garri
1458,0,0,0,0,2,"Sauran Yan luwadin ma, su tuba ko Suma su hadu da nasu balai. Allah m mun tuba kasa my fi karfin zuciyar mu"
1459,0,0,0,0,2,"Sayan filin sukayi ko dai Zama kawai sukeyi? Na biyu ko shekaru 100 suke garin Amma sunata xutar da jamaa , toh lallai ba laifi."
1460,0,0,0,0,2,"sayyada Aminatu ce uwa gadukkan iyaye bama ""ya'yaba tafi karfin aimata tilo sede jam'i **** ina godiya dakayi magana cikin hankali da fahimta"
1461,0,0,0,0,2,Security yafi komai !
1462,0,0,0,0,2,Sedai Kash zasu hadu da wanda yasa ayi musu hakan a gaban Allah
1463,3,1,1,1,1,Shashasha ne saiyadinga biyewa yara suna rainashi
1464,0,0,0,0,2,"Shawarata , ta kama kanta ta natsu ta koma ga Allah shine mafita"
1465,3,1,1,1,1,Shege uban son zuciya ai ga irinta nan
1466,3,1,1,1,1,"Dama kuke tsoka nosu daga baya suyi kan mai uwa. Shegen Dan shiane bazai taba goyan bayan jamian tsaroba, angayama haka kurum akatashesu ba tare da bin cikeba. "
1467,3,1,1,1,0,Shegu hausawa mabarata kunji dadi
1468,3,1,1,1,1,Shegu masu kidnapped da fyade da kisan jama'a haka kawai
1469,3,1,1,1,0,Shehu Umar ba mugu irin ka ai
1470,0,0,0,0,2,Shekara millions sukayi badububa
1471,0,0,0,0,2,Shekararta 3 ta shiga 3 ta kwana 3 a cikin rijiya. To Allah ya kiyaye gaba
1472,0,0,0,0,2,shelaifin dayayiwa Allah duk Abindayayiwa jama ar kano suqararsasukai kenan Allah ya I shemana
1473,3,1,1,1,0,Sherme kenan yamata fyade kodaii ya nema tahana ya biya buqatarsa da qarfin tsiya
1474,0,0,0,0,2,Shi dai Allah ya taimakeshi ba tsohuwa ya Samu ba.
1475,0,0,0,0,2,Shi Ibrahim dabo ba bafulatani bane kenan. Alaji kaje kanemi tarihin kano
1476,1,0,1,0,2,Shi kuma gwamnan ahaka zaikare
1477,0,0,0,0,2,Shi wnnan kam yayi sa'a ya samu matashiya ba irinsu sauran ba
1478,0,0,0,0,2,Shikan Yayi Sa'anzaÉ“e Wasukan Getuma Suka Kwasoma Mutane ðŸ˜ðŸ˜
1479,0,0,0,0,2,shikenanma yahuta da qanaqayin jama a
1480,0,0,0,0,2,Shima agayamai Ubangiji yace mai raina kaÉ—an É“arawo ne
1481,3,1,1,1,0,"Shima Ganduje bashida hankali, idan shugaban mai hankali ne da zai daure ya kyalesu, suma nan gaba na baya zasu rama masa, amma Allah yayi shi mara hakuri."
1482,0,0,0,0,2,Shima namune dan Gwagwarmay
1483,0,0,0,0,2,shin kabilar Fulani sukadai ne masu laifi a Nigeria?
1484,3,1,1,1,0,Shin Malam asdussuna duk abin dayafada kirkirassu yayi? wannan renin wayone saboda su ya'an Arewa ne basuda ya'nci basusa hakkisuba. Kuna duba masu fitowa suna zagin manyanmu da kanana harda akwai wanda yafito yace baza a zabi kabilar fulaniba. Sai gashi bakuce masa komaiba saboda shi dan kudune mai ya'anci sukuma ya'n arewane marasa ya'anci. To Allah ya na tare dasu kuma wannan kalu balene ga duk wani dan Arewa musulmi.
1485,3,1,1,1,1,Shin wai har yanzu baku yarda cewa duk laifin buhari bane????? ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡
1486,0,0,0,0,2,Shin yanzu kutumbawa zaa Basu hakkinsu idan sunnemako shikenan Yabiruwa
1487,3,1,1,1,0,shine bayani Gaskiya irinsu ne masu tada fitina
1488,3,1,1,1,0,shine Dalilin da ya sa Sojojin basa samun Nasara akan 'Yan Ta'adddan kullum saboda zaluntar mutane
1489,0,0,0,0,2,shine maganar ai nace su yan wuta ne yace a a shine nake tambayar sa kenan zasu iya samun Rahama
1490,0,0,0,0,2,Ai kuwa hakane saina tuna da lokacin ina dan iska
1491,0,0,0,0,2,Shuwagabannin Kasar ku susuka saidawa turawa dajin. shiyasa akafake dasunan fulani ana ta'ddanci. Sannan dagabaya azuba Sojoji surika korar fulani. domin sutashi awajen adebi arzikin Kasar
1492,3,1,1,1,1,Sirajabola Srj abokaina karkadamu lnaga shima mugun lrine
1493,0,0,0,0,2,Sirajabola Srj an she ma duk Fulani barayine? kokuma su suka Fara yin garkuwa damutane a Nigeria
1494,0,0,0,0,2,Sirajabola Srj bakasan abinda yakamata ayi dafadar hakan gwanda shirue
1495,3,1,1,1,0,Sirajabola Srj dunda Kai mahaukacine ba
1496,3,1,1,1,0,Sirajabola Srj jahili alede
1497,0,0,0,0,2,Sisters ina tallatamuku group dina na make-up inkuna da ra'ayin shiga. Sannan idan angama ana bada certificate ta online za'a tura miki
1498,0,0,0,0,2,Sjiyasa ake jan kunnen mutane kan kunna wutan fitina sai
1499,0,0,0,0,2,"slm nimadai shawarata itace fulanisudaina ma,amula dawadannan ,yan ta adda kamata yaisudiga bawa ma,aikata yanyoyin dakumesu"
1500,0,0,0,0,2,Slm wai suwaye Fulani suwaye hausawa jama.a yakamata alura Kuma akula da hausa da Fulani dayane andai shigo cikinmu anraba kanmu idankuka duba arewa DUK dinta majoratindinta filanine wan.nanmastala inba.ayi.ahankaliba baburanar karewarta Allah kyauta
1501,3,1,1,1,0,Yar iska ta hadu da yan iska kenanðŸ¤£ðŸ˜‚ Amma baki gane hakan sai sun samu abunda sukeso ki juyo bakiga kowa ba
1502,0,0,0,0,2,Slm. Ya kamata asan meyasa sojojin sukai hakan. Domin akwai labarin irin wadannan fulanin suna taimakawa masu garkuwa da jama'a.
1503,0,0,0,0,2,"So sad, gsky ba'akyauta musu ba wlh"
1504,3,1,1,1,0,Sojoji basaso azauna lafia saboda suna samun kudi darashin tsaro shikenan
1505,0,0,0,0,2,Sojoji kuyima kanku adalshi Domi kowazay koma ga allahu
1506,0,0,0,0,2,SOJOJI SUN RUSHE GIDAJEN YAN TA'ADDA DAI
1507,3,1,1,1,0,Sojojin najeria ragwaye ne jaruntarsu se akan farar hula
1508,3,1,1,1,0,Sojojin sunsan inda fulani yan ta adda suke bazasujeba sai saidai gurin wadanda ba ruwansu to Allah zai saka wa duk Wanda aka zalunta foolishness
1509,3,1,1,1,0,"Shi dan iskan namiji baya fushi kome zaki masa zai ta lalla6a ki har sai yasami abinda yake so,dazarar yasamu dake da banza duk daya"
1510,3,1,1,1,0,"Sojojin sunyi abinda ya kamata, kai ko da sun, zauna awurin shekara 100 me. Ai, zamansu Awurin masifane, muddin suna ciutar da al""umma. Fulani zunzama yan ta""adda, sata sune, kinnapin sune, faden matan mutane sune, kashe. Mutane uwa uba sune, sojoji muna goyen bayanku 100%."
1511,0,0,0,0,2,"Sojuji sunyi dai dai, aikinsu yayi."
1512,3,1,1,1,2,"Son zuciya a filli ,su sun kona garin da yafi shekara Dari biyar"
1513,0,0,0,0,2,Sorry Allah yasa kiyi rayuwa mai amfani kanwata
1514,0,0,0,0,2,Sorry malam Ibrahim Dabo da sauran fulani kuke cewa kawai Amma bakwa ambatar Mundubawa
1515,0,0,0,0,2,Su barsu da allah
1516,3,1,1,1,0,"Su fulanin kwanan nan sama da mutum 300 suka kashe a zamfara, sanan suka tashi kauyukan jama'a kodan bahaushe baisan ciwon kansa ba yasa ake shiru"
1517,3,1,1,1,0,Su gidan mutun garinawa suka tayar fulanin har garin da ya kai shikara 160 sunkashi sunkona bako fadaba sai yanxu
1518,0,0,0,0,2,Su gidan mutun garinawa suka tayar fulanin wanna yayi Didi haka
1519,0,0,0,0,2,Su kara gaba kadan babu damuwa Duk na chikin gyara ne
1520,0,0,0,0,2,Su ma su dandana.
1521,0,0,0,0,2,su mutum nawa suka kora daga nasu muhallin halinsu yaja musu
1522,3,1,1,1,2,Allah ya tona asiri yakuma yi mana maganin masu cin amanar kasarmu
1523,0,0,0,0,2,Subahana ko meye dalili bayan Allah ma yace baya hukunta wani da lefin wani
1524,0,0,0,0,2,Subahana llahi Allah yakawo Mana zaman lafiya kasa Baki daya. AMEEEEN TUHMMA AMEEEEN
1525,0,0,0,0,2,"Subahanallahi Allah ya kiyaye ,muma Allah yakiyayemu ALLAH yasa muma muyi mutuwar shahada Dan alfamar annabi muhammadu s a w"
1526,0,0,0,0,2,Subahanallahi....saboda me?
1527,0,0,0,0,2,subahanililahi Allah yajiqan su sukuma Wanda akatafidasu Allah yafitodasu lfy
1528,0,0,0,0,2,Subar daji sudawo gari
1529,0,0,0,0,2,Subhanajallhumma wabi hamdika. Allah ya kyauta. Wannan abu ba daadi
1530,0,0,0,0,2,Subhanallah. Allah y kawo mana qarshen wannan ta'addancin saboda Annabi muhammadu sallalahu alaika wasallim
1531,0,0,0,0,2,Subhanallah. Allah yajikan wadanda suka rasu. Allah ya kubatarda wadanda akayi garkuwa dasu
1532,0,0,0,0,2,Subhanallah. Innaalillahi wa'innaa ilaihi raji'unn
1533,0,0,0,0,2,Subhanallah allah. Allah ya kawo Agajinsa
1534,0,0,0,0,2,Subhanallah Allah ya jikansu da rahama ya takaita haka
1535,0,0,0,0,2,subhanallah Allah ya kawo mna dauki acikin kasarmu nigeria
1536,0,0,0,0,2,"Subhanallah Allah yabudashi mashi wani hanyan arzikin dayafi na baya , Allah ya kawomana sauki"
1537,3,1,1,1,1,Waka bakin mai ita tafi fadi. An San dillalin Wada shi ya San kudin Jariri
1538,3,1,1,1,2,"""Allah ""ya tonawa matsiyata asiri, aduk inda suke."
1539,0,0,0,0,2,Subhanallah allah yakawo mn dauki
1540,0,0,0,0,2,"Subhanallah,Allah ya gafarta musu ya jikansu da rahama"
1541,0,0,0,0,2,Da dai fitowa Fili kinkayi kinkace Yan iska sunfi iya iskanci Kuma ke yar iska ce kina Jin dadin iskanci
1542,0,0,0,0,2,Subhanallahi nima wani kanena yana hannunsu yau kwana shi 17 Allah ya kubutar da su cikin aminci Amin
1543,0,0,0,0,2,"SUBHANALLAHi, ALLAH yabashi mafita mukuma ya karemu"
1544,3,1,1,1,1,Da dai fitowa Fili kinkayi kinkace Yan iska sunfi iya iskanci Kuma ke yar iska ce kina Jin dadin iskanci
1545,0,0,0,0,2,"Suje duk inda zasuje inshallahu asadussunnah Allah zai kareshi, kuma zamu masa addu'a Allah yakare shi acikin sallolinmu inshallahu, wannan malamin ba karamin kokari yake ba wajen ganin ya hada al'umma sun tafi turfa mai kyau, da kuma samun shugaba nagari, Allah ya tarwatsa duk wani shugaba azzalumai Ameen."
1546,0,0,0,0,2,Suje surusa tawagar turji adaji bawai suzo suna rusa kasa abakin gari ba
1547,0,0,0,0,2,Suke jawo wannan kashe kashe
1548,0,0,0,0,2,"Sukuma fulani sun tayar da kauyukan da suka shekara 150,000yrs. Meyasa a kullum ba'aduba laifi kafin yanke hukunci?"
1549,0,0,0,0,2,Sulaiman Ldris duk Abinda yachisu bazaybarkaba
1550,0,0,0,0,2,"Sulaiman Maikasuwa Mallam Maikasuwa ai ba wani tarihi da zaka zo dashi ya shafe ainihin tarihin Kano. Kowanne gari Yana da nasa tarihin Kuma ba laifi bane idan ance Fulani zuwa Kano sukayi. Wannan baya nuna cewa su ba Kanawa bane, tunda ko alokacin sarakunan haben ai akwai Fulani a Kano, kawai dai sun Fi bada hankqlin su ne wajen kiwo da ilmin Addini, Taga baya Jihad In Shehu Dan fodio ya Basu damar karbar Mulki, tunda yawanci sune malamai a lokacin. So wannan tarihi ne kawai Kuma baya nuna cewa su ba Yan Kano bane"
1551,0,0,0,0,2,Sulaimanu malami ne sosai dabo kuma almajirinsa sabida haka shine yagaji dabo ana alakanta Kano da dabo saboda shine yafi Shahara Akan mulki Akan sulaimanu kuma shine yakawo hierarchy cikin sarautar Kano daga kansa har sarki nayanxu aminu ado duk xuriyar dabo ne.
1552,3,1,1,1,1,Suma Fulani masu kashe mata da kananan yara sukona musu muhalli basujiba basuganiba shin mai akai musu? Kafin ayi wannan Æ™auyuka nawa fulanin suka kone haka nan akwai wani shege dagacikin shugabannin fulanin wanda ya fito yayi ko Allah wadaine? Wlh koda government tayafewa yanta'adda laifin kisanda sukayi jama'a bazasu yafeba
1553,3,1,1,1,0,"Suma sojojin sunzama Yan ta,adda meya rabasu da barayin"
1554,3,1,1,1,1,Sumayya Abubakar Tofa ai abuntsoran ne tunda basuda imani basuda tausai
1555,0,0,0,0,2,Sumayya Abubakar Tofa Yata ko akwai gwara amaganar tawa ne
1556,3,1,1,1,1,"Sun ajiya Yan, kidnapped shiyasa mai laifi ne"
1557,0,0,0,0,2,"Sun hukunta kansu da kansu, Masha Allah"
1558,3,1,1,1,1,Sun kyauta ai Fulani hhmmm
1559,3,1,1,1,0,"sun kyauta allah ya taimaki sojan Nigeria yanzu suka fara gano bakin zaran in ancigaba da rushe munafukan kauyukan fulanin daji yan za,a samu zaman lafiya in allah ya yarda"
1560,3,1,1,1,0,Shima dama so yayi yamai da ita Yar sharholiya ðŸƒðŸ™ˆðŸ˜‹ kamar shi kije anyafe Miki daka shugaban masu sharholiya ta kasahðŸ¤¸ðŸ¤¸ðŸ¤¸ðŸ¤¸ðŸ¤¸ðŸ¤¸â˜¹ï¸
1561,3,1,1,1,1,Sun kyauta wllhi Fulani bayan Arzaki bane ba
1562,0,0,0,0,2,Sun manta dacewa Allah ne ba yin kantah bane
1563,3,1,1,1,0,Kadanma kagani ha'incinsu yafice haka. Allah dae yasa bata cinye kudin taxi dinba
1564,3,1,1,1,0,sun muni daidai nifa yanzu ko sallah zanyi amasallaci naga fulani ne sukafi yawa a masallacin futa nakeyi daga cikin sa nasan koda nayi sallah ahaka babu na tsuwa acikin sallah tawa
1565,0,0,0,0,2,"Sun yiwa kansu haddi basuma wahalar da shari,a ba kuma gashi sunje sun hadu da Allah kaga yanxu saura yarage nasu"
1566,0,0,0,0,2,SUNA YAQIN BATA GARIN CIKINSU KO SUNYI SHIRU NE ? SUNA TONA ASIRIN MARASA GASKIYAR CIKIN SU KO SUNYI SHIRU NE ? ALLAH YAJI KUJI TSORON FITINA BATA SHAFAR AZZALUMAI KAWAI DAGA GAREKU . SOJOJI BASU SAN GAIBU BA .DOLE FULANI SU SAKE TAKO SU TAYA SOJA WAJEN WARE 'YAN TAADDAN CIKIN SU. MUDDIN SUKA TSAYA AI 'YAN UWAN SUNE ZASHA WUYA YANZUN. BASU FAHIMCI AN HARAMTA MASU BARNAR CIKIN BA KO ? FULANIN DAJE KU SAKE TAKO LOKACIN RUFA RUFA YA WUCE .
1567,0,0,0,0,2,"Suna zamane a filing gwamnati kuma mallakar sojoji, don haka dole su tashi"
1568,0,0,0,0,2,Sunada dalilin yin hakan
1569,0,0,0,0,2,Sunan wani abu waishi zogaleðŸ˜€ðŸ˜€ðŸ˜€
1570,0,0,0,0,2,Sundai rushe gidajen Yan Ta'adda dai
1571,0,0,0,0,2,Sune suke tare hanyan Jaji zuwa Zariya da Kaduna
1572,0,0,0,0,2,"Sunyi a banza dan Allah bazai basu sa,aba"
1573,3,1,1,1,1,Ai biri yayi kamada mutum wannan damamunsan hakane
1574,0,0,0,0,2,Sunyi dai Allah ya saka musu da alkhairi
